citing_context	cited_abs	Cos_similarity	Category
A researcher must balance quantity of focus groups with the quality of rich data; too few or too many groups and participants can impact the quality of the findings (Carlsen & Glenton, 2011).	Background: Focus group studies are increasingly published in health related journals, but we know little abouthow researchers use this method, particularly how they determine the number of focus groups to conduct. Themethodological literature commonly advises researchers to follow principles of data saturation, although practicaladvise on how to do this is lacking. Our objectives were firstly, to describe the current status of sample size infocus group studies reported in health journals. Secondly, to assess whether and how researchers explain thenumber of focus groups they carry out. Methods: We searched PubMed for studies that had used focus groups and that had been published in open access journals during 2008, and extracted data on the number of focus groups and on any explanation authorsgave for this number. We also did a qualitative assessment of the papers with regard to how number of groupswas explained and discussed. Results: We identified 220 papers published in 117 journals. In these papers insufficient reporting of sample sizes was common. The number of focus groups conducted varied greatly (mean 8.4, median 5, range 1 to 96). Thirtyseven (17%) studies attempted to explain the number of groups. Six studies referred to rules of thumb in theliterature, three stated that they were unable to organize more groups for practical reasons, while 28 studies statedthat they had reached a point of saturation. Among those stating that they had reached a point of saturation,several appeared not to have followed principles from grounded theory where data collection and analysis is aniterative process until saturation is reached. Studies with high numbers of focus groups did not offer explanationsfor number of groups. Too much data as a study weakness was not an issue discussed in any of the reviewedpapers. Conclusions: Based on these findings we suggest that journals adopt more stringent requirements for focus groupmethod reporting. The often poor and inconsistent reporting seen in these studies may also reflect the lack ofclear, evidence-based guidance about deciding on sample size. More empirical research is needed to developfocus group methodology. 	0.15087126195430756	good
Carlsen and Glenton (2011) recommended at least two focus group sessions but due to limited availability of researcher and participants; only one focus group session occurred with follow-up discussions as necessary to achieve data and theme saturation.	Background: Focus group studies are increasingly published in health related journals, but we know little abouthow researchers use this method, particularly how they determine the number of focus groups to conduct. Themethodological literature commonly advises researchers to follow principles of data saturation, although practicaladvise on how to do this is lacking. Our objectives were firstly, to describe the current status of sample size infocus group studies reported in health journals. Secondly, to assess whether and how researchers explain thenumber of focus groups they carry out. Methods: We searched PubMed for studies that had used focus groups and that had been published in open access journals during 2008, and extracted data on the number of focus groups and on any explanation authorsgave for this number. We also did a qualitative assessment of the papers with regard to how number of groupswas explained and discussed. Results: We identified 220 papers published in 117 journals. In these papers insufficient reporting of sample sizes was common. The number of focus groups conducted varied greatly (mean 8.4, median 5, range 1 to 96). Thirtyseven (17%) studies attempted to explain the number of groups. Six studies referred to rules of thumb in theliterature, three stated that they were unable to organize more groups for practical reasons, while 28 studies statedthat they had reached a point of saturation. Among those stating that they had reached a point of saturation,several appeared not to have followed principles from grounded theory where data collection and analysis is aniterative process until saturation is reached. Studies with high numbers of focus groups did not offer explanationsfor number of groups. Too much data as a study weakness was not an issue discussed in any of the reviewedpapers. Conclusions: Based on these findings we suggest that journals adopt more stringent requirements for focus groupmethod reporting. The often poor and inconsistent reporting seen in these studies may also reflect the lack ofclear, evidence-based guidance about deciding on sample size. More empirical research is needed to developfocus group methodology. 	0.1218799576163292	error
Carlsen and Glenton (2011) suggested that the researcher undertake two to five group discussions for each group of participants, then observe the point of saturation as the discussions progress in order to make decisions about the final number of groups required.	Background: Focus group studies are increasingly published in health related journals, but we know little abouthow researchers use this method, particularly how they determine the number of focus groups to conduct. Themethodological literature commonly advises researchers to follow principles of data saturation, although practicaladvise on how to do this is lacking. Our objectives were firstly, to describe the current status of sample size infocus group studies reported in health journals. Secondly, to assess whether and how researchers explain thenumber of focus groups they carry out. Methods: We searched PubMed for studies that had used focus groups and that had been published in open access journals during 2008, and extracted data on the number of focus groups and on any explanation authorsgave for this number. We also did a qualitative assessment of the papers with regard to how number of groupswas explained and discussed. Results: We identified 220 papers published in 117 journals. In these papers insufficient reporting of sample sizes was common. The number of focus groups conducted varied greatly (mean 8.4, median 5, range 1 to 96). Thirtyseven (17%) studies attempted to explain the number of groups. Six studies referred to rules of thumb in theliterature, three stated that they were unable to organize more groups for practical reasons, while 28 studies statedthat they had reached a point of saturation. Among those stating that they had reached a point of saturation,several appeared not to have followed principles from grounded theory where data collection and analysis is aniterative process until saturation is reached. Studies with high numbers of focus groups did not offer explanationsfor number of groups. Too much data as a study weakness was not an issue discussed in any of the reviewedpapers. Conclusions: Based on these findings we suggest that journals adopt more stringent requirements for focus groupmethod reporting. The often poor and inconsistent reporting seen in these studies may also reflect the lack ofclear, evidence-based guidance about deciding on sample size. More empirical research is needed to developfocus group methodology. 	0.16127240657806396	good
Carlsen and Glenton (2011) found that during the period between 1998 and 2008, the number of research papers using focus groups that were published in health journals had increased significantly.	Background: Focus group studies are increasingly published in health related journals, but we know little abouthow researchers use this method, particularly how they determine the number of focus groups to conduct. Themethodological literature commonly advises researchers to follow principles of data saturation, although practicaladvise on how to do this is lacking. Our objectives were firstly, to describe the current status of sample size infocus group studies reported in health journals. Secondly, to assess whether and how researchers explain thenumber of focus groups they carry out. Methods: We searched PubMed for studies that had used focus groups and that had been published in open access journals during 2008, and extracted data on the number of focus groups and on any explanation authorsgave for this number. We also did a qualitative assessment of the papers with regard to how number of groupswas explained and discussed. Results: We identified 220 papers published in 117 journals. In these papers insufficient reporting of sample sizes was common. The number of focus groups conducted varied greatly (mean 8.4, median 5, range 1 to 96). Thirtyseven (17%) studies attempted to explain the number of groups. Six studies referred to rules of thumb in theliterature, three stated that they were unable to organize more groups for practical reasons, while 28 studies statedthat they had reached a point of saturation. Among those stating that they had reached a point of saturation,several appeared not to have followed principles from grounded theory where data collection and analysis is aniterative process until saturation is reached. Studies with high numbers of focus groups did not offer explanationsfor number of groups. Too much data as a study weakness was not an issue discussed in any of the reviewedpapers. Conclusions: Based on these findings we suggest that journals adopt more stringent requirements for focus groupmethod reporting. The often poor and inconsistent reporting seen in these studies may also reflect the lack ofclear, evidence-based guidance about deciding on sample size. More empirical research is needed to developfocus group methodology. 	0.14231091737747192	good
The quality of a qualitative study depends on the breadth of the data collected. This means that a limited sample size can be justified for focus group research because there is a tradeoff between the number of focus groups and the depth of the data collected (Carlsen and Glenton 2011). 	Background: Focus group studies are increasingly published in health related journals, but we know little abouthow researchers use this method, particularly how they determine the number of focus groups to conduct. Themethodological literature commonly advises researchers to follow principles of data saturation, although practicaladvise on how to do this is lacking. Our objectives were firstly, to describe the current status of sample size infocus group studies reported in health journals. Secondly, to assess whether and how researchers explain thenumber of focus groups they carry out. Methods: We searched PubMed for studies that had used focus groups and that had been published in open access journals during 2008, and extracted data on the number of focus groups and on any explanation authorsgave for this number. We also did a qualitative assessment of the papers with regard to how number of groupswas explained and discussed. Results: We identified 220 papers published in 117 journals. In these papers insufficient reporting of sample sizes was common. The number of focus groups conducted varied greatly (mean 8.4, median 5, range 1 to 96). Thirtyseven (17%) studies attempted to explain the number of groups. Six studies referred to rules of thumb in theliterature, three stated that they were unable to organize more groups for practical reasons, while 28 studies statedthat they had reached a point of saturation. Among those stating that they had reached a point of saturation,several appeared not to have followed principles from grounded theory where data collection and analysis is aniterative process until saturation is reached. Studies with high numbers of focus groups did not offer explanationsfor number of groups. Too much data as a study weakness was not an issue discussed in any of the reviewedpapers. Conclusions: Based on these findings we suggest that journals adopt more stringent requirements for focus groupmethod reporting. The often poor and inconsistent reporting seen in these studies may also reflect the lack ofclear, evidence-based guidance about deciding on sample size. More empirical research is needed to developfocus group methodology. 	0.17062199115753174	good
Carlsen and Glenton (2011) reviewed more than 200 studies published in health-related journals and found that there was a great deal of variation in the number of focus groups used, ranging from 1 to 96. In these publications, all single-group researchers applied mixed methods, where focus groups were used as a pilot study to develop instruments for the quantitative stage of the research. At the other end of the scale, when the number of focus groups used was ten or more, researchers appeared to be attempting to quantify and thus to generalise their research findings.	Background: Focus group studies are increasingly published in health related journals, but we know little abouthow researchers use this method, particularly how they determine the number of focus groups to conduct. Themethodological literature commonly advises researchers to follow principles of data saturation, although practicaladvise on how to do this is lacking. Our objectives were firstly, to describe the current status of sample size infocus group studies reported in health journals. Secondly, to assess whether and how researchers explain thenumber of focus groups they carry out. Methods: We searched PubMed for studies that had used focus groups and that had been published in open access journals during 2008, and extracted data on the number of focus groups and on any explanation authorsgave for this number. We also did a qualitative assessment of the papers with regard to how number of groupswas explained and discussed. Results: We identified 220 papers published in 117 journals. In these papers insufficient reporting of sample sizes was common. The number of focus groups conducted varied greatly (mean 8.4, median 5, range 1 to 96). Thirtyseven (17%) studies attempted to explain the number of groups. Six studies referred to rules of thumb in theliterature, three stated that they were unable to organize more groups for practical reasons, while 28 studies statedthat they had reached a point of saturation. Among those stating that they had reached a point of saturation,several appeared not to have followed principles from grounded theory where data collection and analysis is aniterative process until saturation is reached. Studies with high numbers of focus groups did not offer explanationsfor number of groups. Too much data as a study weakness was not an issue discussed in any of the reviewedpapers. Conclusions: Based on these findings we suggest that journals adopt more stringent requirements for focus groupmethod reporting. The often poor and inconsistent reporting seen in these studies may also reflect the lack ofclear, evidence-based guidance about deciding on sample size. More empirical research is needed to developfocus group methodology. 	0.1932925581932068	good
Most of the publications in health-related topics reviewed by Carlsen and Glenton (2011) provided no justification regarding the number of focus groups used in their studies. For the 37 studies which justified their reason for the total number of focus groups conducted, the main reason was saturation (28), while other reasons were recommendation by the literature (6) or practical reasons (3).	Background: Focus group studies are increasingly published in health related journals, but we know little abouthow researchers use this method, particularly how they determine the number of focus groups to conduct. Themethodological literature commonly advises researchers to follow principles of data saturation, although practicaladvise on how to do this is lacking. Our objectives were firstly, to describe the current status of sample size infocus group studies reported in health journals. Secondly, to assess whether and how researchers explain thenumber of focus groups they carry out. Methods: We searched PubMed for studies that had used focus groups and that had been published in open access journals during 2008, and extracted data on the number of focus groups and on any explanation authorsgave for this number. We also did a qualitative assessment of the papers with regard to how number of groupswas explained and discussed. Results: We identified 220 papers published in 117 journals. In these papers insufficient reporting of sample sizes was common. The number of focus groups conducted varied greatly (mean 8.4, median 5, range 1 to 96). Thirtyseven (17%) studies attempted to explain the number of groups. Six studies referred to rules of thumb in theliterature, three stated that they were unable to organize more groups for practical reasons, while 28 studies statedthat they had reached a point of saturation. Among those stating that they had reached a point of saturation,several appeared not to have followed principles from grounded theory where data collection and analysis is aniterative process until saturation is reached. Studies with high numbers of focus groups did not offer explanationsfor number of groups. Too much data as a study weakness was not an issue discussed in any of the reviewedpapers. Conclusions: Based on these findings we suggest that journals adopt more stringent requirements for focus groupmethod reporting. The often poor and inconsistent reporting seen in these studies may also reflect the lack ofclear, evidence-based guidance about deciding on sample size. More empirical research is needed to developfocus group methodology. 	0.1760985106229782	good
Many researchers, however, work on projects that require the total number of focus groups planned to be stated in the proposal before the project starts (Carlsen and Glenton 2011).	Background: Focus group studies are increasingly published in health related journals, but we know little abouthow researchers use this method, particularly how they determine the number of focus groups to conduct. Themethodological literature commonly advises researchers to follow principles of data saturation, although practicaladvise on how to do this is lacking. Our objectives were firstly, to describe the current status of sample size infocus group studies reported in health journals. Secondly, to assess whether and how researchers explain thenumber of focus groups they carry out. Methods: We searched PubMed for studies that had used focus groups and that had been published in open access journals during 2008, and extracted data on the number of focus groups and on any explanation authorsgave for this number. We also did a qualitative assessment of the papers with regard to how number of groupswas explained and discussed. Results: We identified 220 papers published in 117 journals. In these papers insufficient reporting of sample sizes was common. The number of focus groups conducted varied greatly (mean 8.4, median 5, range 1 to 96). Thirtyseven (17%) studies attempted to explain the number of groups. Six studies referred to rules of thumb in theliterature, three stated that they were unable to organize more groups for practical reasons, while 28 studies statedthat they had reached a point of saturation. Among those stating that they had reached a point of saturation,several appeared not to have followed principles from grounded theory where data collection and analysis is aniterative process until saturation is reached. Studies with high numbers of focus groups did not offer explanationsfor number of groups. Too much data as a study weakness was not an issue discussed in any of the reviewedpapers. Conclusions: Based on these findings we suggest that journals adopt more stringent requirements for focus groupmethod reporting. The often poor and inconsistent reporting seen in these studies may also reflect the lack ofclear, evidence-based guidance about deciding on sample size. More empirical research is needed to developfocus group methodology. 	0.14740078151226044	good
This study reached saturation when the data was deemed both thick and rich, no new themes emerged from focus group discussions, and five focus groups had been completed (136,139).	Background: Focus group studies are increasingly published in health related journals, but we know little abouthow researchers use this method, particularly how they determine the number of focus groups to conduct. Themethodological literature commonly advises researchers to follow principles of data saturation, although practicaladvise on how to do this is lacking. Our objectives were firstly, to describe the current status of sample size infocus group studies reported in health journals. Secondly, to assess whether and how researchers explain thenumber of focus groups they carry out. Methods: We searched PubMed for studies that had used focus groups and that had been published in open access journals during 2008, and extracted data on the number of focus groups and on any explanation authorsgave for this number. We also did a qualitative assessment of the papers with regard to how number of groupswas explained and discussed. Results: We identified 220 papers published in 117 journals. In these papers insufficient reporting of sample sizes was common. The number of focus groups conducted varied greatly (mean 8.4, median 5, range 1 to 96). Thirtyseven (17%) studies attempted to explain the number of groups. Six studies referred to rules of thumb in theliterature, three stated that they were unable to organize more groups for practical reasons, while 28 studies statedthat they had reached a point of saturation. Among those stating that they had reached a point of saturation,several appeared not to have followed principles from grounded theory where data collection and analysis is aniterative process until saturation is reached. Studies with high numbers of focus groups did not offer explanationsfor number of groups. Too much data as a study weakness was not an issue discussed in any of the reviewedpapers. Conclusions: Based on these findings we suggest that journals adopt more stringent requirements for focus groupmethod reporting. The often poor and inconsistent reporting seen in these studies may also reflect the lack ofclear, evidence-based guidance about deciding on sample size. More empirical research is needed to developfocus group methodology. 	0.13150839507579803	error
Although saturation was reached after only a relatively small number of focus groups, this was thought to be beneficial in allowing more in-depth analysis (Carlsen and Glenton 2011).	Background: Focus group studies are increasingly published in health related journals, but we know little abouthow researchers use this method, particularly how they determine the number of focus groups to conduct. Themethodological literature commonly advises researchers to follow principles of data saturation, although practicaladvise on how to do this is lacking. Our objectives were firstly, to describe the current status of sample size infocus group studies reported in health journals. Secondly, to assess whether and how researchers explain thenumber of focus groups they carry out. Methods: We searched PubMed for studies that had used focus groups and that had been published in open access journals during 2008, and extracted data on the number of focus groups and on any explanation authorsgave for this number. We also did a qualitative assessment of the papers with regard to how number of groupswas explained and discussed. Results: We identified 220 papers published in 117 journals. In these papers insufficient reporting of sample sizes was common. The number of focus groups conducted varied greatly (mean 8.4, median 5, range 1 to 96). Thirtyseven (17%) studies attempted to explain the number of groups. Six studies referred to rules of thumb in theliterature, three stated that they were unable to organize more groups for practical reasons, while 28 studies statedthat they had reached a point of saturation. Among those stating that they had reached a point of saturation,several appeared not to have followed principles from grounded theory where data collection and analysis is aniterative process until saturation is reached. Studies with high numbers of focus groups did not offer explanationsfor number of groups. Too much data as a study weakness was not an issue discussed in any of the reviewedpapers. Conclusions: Based on these findings we suggest that journals adopt more stringent requirements for focus groupmethod reporting. The often poor and inconsistent reporting seen in these studies may also reflect the lack ofclear, evidence-based guidance about deciding on sample size. More empirical research is needed to developfocus group methodology. 	0.1258879452943802	error
When a researcher derives no new data from interviewing, reviewing documents, or observing behaviors of additional cases, data saturation occurs (Carlsen & Glenton, 2011).	Background: Focus group studies are increasingly published in health related journals, but we know little abouthow researchers use this method, particularly how they determine the number of focus groups to conduct. Themethodological literature commonly advises researchers to follow principles of data saturation, although practicaladvise on how to do this is lacking. Our objectives were firstly, to describe the current status of sample size infocus group studies reported in health journals. Secondly, to assess whether and how researchers explain thenumber of focus groups they carry out. Methods: We searched PubMed for studies that had used focus groups and that had been published in open access journals during 2008, and extracted data on the number of focus groups and on any explanation authorsgave for this number. We also did a qualitative assessment of the papers with regard to how number of groupswas explained and discussed. Results: We identified 220 papers published in 117 journals. In these papers insufficient reporting of sample sizes was common. The number of focus groups conducted varied greatly (mean 8.4, median 5, range 1 to 96). Thirtyseven (17%) studies attempted to explain the number of groups. Six studies referred to rules of thumb in theliterature, three stated that they were unable to organize more groups for practical reasons, while 28 studies statedthat they had reached a point of saturation. Among those stating that they had reached a point of saturation,several appeared not to have followed principles from grounded theory where data collection and analysis is aniterative process until saturation is reached. Studies with high numbers of focus groups did not offer explanationsfor number of groups. Too much data as a study weakness was not an issue discussed in any of the reviewedpapers. Conclusions: Based on these findings we suggest that journals adopt more stringent requirements for focus groupmethod reporting. The often poor and inconsistent reporting seen in these studies may also reflect the lack ofclear, evidence-based guidance about deciding on sample size. More empirical research is needed to developfocus group methodology. 	0.12103907018899918	error
I reached data saturation in that I derived no new data from the later interview participants (Carlsen & Glenton, 2011, Lincoln & Guba, 1985; Moustakas, 1994)	Background: Focus group studies are increasingly published in health related journals, but we know little abouthow researchers use this method, particularly how they determine the number of focus groups to conduct. Themethodological literature commonly advises researchers to follow principles of data saturation, although practicaladvise on how to do this is lacking. Our objectives were firstly, to describe the current status of sample size infocus group studies reported in health journals. Secondly, to assess whether and how researchers explain thenumber of focus groups they carry out. Methods: We searched PubMed for studies that had used focus groups and that had been published in open access journals during 2008, and extracted data on the number of focus groups and on any explanation authorsgave for this number. We also did a qualitative assessment of the papers with regard to how number of groupswas explained and discussed. Results: We identified 220 papers published in 117 journals. In these papers insufficient reporting of sample sizes was common. The number of focus groups conducted varied greatly (mean 8.4, median 5, range 1 to 96). Thirtyseven (17%) studies attempted to explain the number of groups. Six studies referred to rules of thumb in theliterature, three stated that they were unable to organize more groups for practical reasons, while 28 studies statedthat they had reached a point of saturation. Among those stating that they had reached a point of saturation,several appeared not to have followed principles from grounded theory where data collection and analysis is aniterative process until saturation is reached. Studies with high numbers of focus groups did not offer explanationsfor number of groups. Too much data as a study weakness was not an issue discussed in any of the reviewedpapers. Conclusions: Based on these findings we suggest that journals adopt more stringent requirements for focus groupmethod reporting. The often poor and inconsistent reporting seen in these studies may also reflect the lack ofclear, evidence-based guidance about deciding on sample size. More empirical research is needed to developfocus group methodology. 	0.12991678714752197	error
Initially, I proposed including 4-6 teachers in each focus group for several reasons. First, this represents a number that facilitates good interaction while giving each group member quality opportunities to interact (Carlsen & Glenton, 2011).	Background: Focus group studies are increasingly published in health related journals, but we know little abouthow researchers use this method, particularly how they determine the number of focus groups to conduct. Themethodological literature commonly advises researchers to follow principles of data saturation, although practicaladvise on how to do this is lacking. Our objectives were firstly, to describe the current status of sample size infocus group studies reported in health journals. Secondly, to assess whether and how researchers explain thenumber of focus groups they carry out. Methods: We searched PubMed for studies that had used focus groups and that had been published in open access journals during 2008, and extracted data on the number of focus groups and on any explanation authorsgave for this number. We also did a qualitative assessment of the papers with regard to how number of groupswas explained and discussed. Results: We identified 220 papers published in 117 journals. In these papers insufficient reporting of sample sizes was common. The number of focus groups conducted varied greatly (mean 8.4, median 5, range 1 to 96). Thirtyseven (17%) studies attempted to explain the number of groups. Six studies referred to rules of thumb in theliterature, three stated that they were unable to organize more groups for practical reasons, while 28 studies statedthat they had reached a point of saturation. Among those stating that they had reached a point of saturation,several appeared not to have followed principles from grounded theory where data collection and analysis is aniterative process until saturation is reached. Studies with high numbers of focus groups did not offer explanationsfor number of groups. Too much data as a study weakness was not an issue discussed in any of the reviewedpapers. Conclusions: Based on these findings we suggest that journals adopt more stringent requirements for focus groupmethod reporting. The often poor and inconsistent reporting seen in these studies may also reflect the lack ofclear, evidence-based guidance about deciding on sample size. More empirical research is needed to developfocus group methodology. 	0.1255359649658203	error
Focus groups that contain too many members are problematic by possibly limiting the amount of time each member may participate, which, in turn, limits the amount of rich data produced, particularly in a 60-90 minute interview (Carlsen & Glenton, 2011).	Background: Focus group studies are increasingly published in health related journals, but we know little abouthow researchers use this method, particularly how they determine the number of focus groups to conduct. Themethodological literature commonly advises researchers to follow principles of data saturation, although practicaladvise on how to do this is lacking. Our objectives were firstly, to describe the current status of sample size infocus group studies reported in health journals. Secondly, to assess whether and how researchers explain thenumber of focus groups they carry out. Methods: We searched PubMed for studies that had used focus groups and that had been published in open access journals during 2008, and extracted data on the number of focus groups and on any explanation authorsgave for this number. We also did a qualitative assessment of the papers with regard to how number of groupswas explained and discussed. Results: We identified 220 papers published in 117 journals. In these papers insufficient reporting of sample sizes was common. The number of focus groups conducted varied greatly (mean 8.4, median 5, range 1 to 96). Thirtyseven (17%) studies attempted to explain the number of groups. Six studies referred to rules of thumb in theliterature, three stated that they were unable to organize more groups for practical reasons, while 28 studies statedthat they had reached a point of saturation. Among those stating that they had reached a point of saturation,several appeared not to have followed principles from grounded theory where data collection and analysis is aniterative process until saturation is reached. Studies with high numbers of focus groups did not offer explanationsfor number of groups. Too much data as a study weakness was not an issue discussed in any of the reviewedpapers. Conclusions: Based on these findings we suggest that journals adopt more stringent requirements for focus groupmethod reporting. The often poor and inconsistent reporting seen in these studies may also reflect the lack ofclear, evidence-based guidance about deciding on sample size. More empirical research is needed to developfocus group methodology. 	0.14850494265556335	good
attention to balance in selection and not trading quantity for quality was important (Carlsen & Glenton, 2011).	Background: Focus group studies are increasingly published in health related journals, but we know little abouthow researchers use this method, particularly how they determine the number of focus groups to conduct. Themethodological literature commonly advises researchers to follow principles of data saturation, although practicaladvise on how to do this is lacking. Our objectives were firstly, to describe the current status of sample size infocus group studies reported in health journals. Secondly, to assess whether and how researchers explain thenumber of focus groups they carry out. Methods: We searched PubMed for studies that had used focus groups and that had been published in open access journals during 2008, and extracted data on the number of focus groups and on any explanation authorsgave for this number. We also did a qualitative assessment of the papers with regard to how number of groupswas explained and discussed. Results: We identified 220 papers published in 117 journals. In these papers insufficient reporting of sample sizes was common. The number of focus groups conducted varied greatly (mean 8.4, median 5, range 1 to 96). Thirtyseven (17%) studies attempted to explain the number of groups. Six studies referred to rules of thumb in theliterature, three stated that they were unable to organize more groups for practical reasons, while 28 studies statedthat they had reached a point of saturation. Among those stating that they had reached a point of saturation,several appeared not to have followed principles from grounded theory where data collection and analysis is aniterative process until saturation is reached. Studies with high numbers of focus groups did not offer explanationsfor number of groups. Too much data as a study weakness was not an issue discussed in any of the reviewedpapers. Conclusions: Based on these findings we suggest that journals adopt more stringent requirements for focus groupmethod reporting. The often poor and inconsistent reporting seen in these studies may also reflect the lack ofclear, evidence-based guidance about deciding on sample size. More empirical research is needed to developfocus group methodology. 	0.11660200357437134	error
while the focus group interview is a method of collecting research through group discussions and is based on the participants’ perceptions and experiences, its main focus is the interaction among the participants (Carlsen & Glenton, 2011).	Background: Focus group studies are increasingly published in health related journals, but we know little abouthow researchers use this method, particularly how they determine the number of focus groups to conduct. Themethodological literature commonly advises researchers to follow principles of data saturation, although practicaladvise on how to do this is lacking. Our objectives were firstly, to describe the current status of sample size infocus group studies reported in health journals. Secondly, to assess whether and how researchers explain thenumber of focus groups they carry out. Methods: We searched PubMed for studies that had used focus groups and that had been published in open access journals during 2008, and extracted data on the number of focus groups and on any explanation authorsgave for this number. We also did a qualitative assessment of the papers with regard to how number of groupswas explained and discussed. Results: We identified 220 papers published in 117 journals. In these papers insufficient reporting of sample sizes was common. The number of focus groups conducted varied greatly (mean 8.4, median 5, range 1 to 96). Thirtyseven (17%) studies attempted to explain the number of groups. Six studies referred to rules of thumb in theliterature, three stated that they were unable to organize more groups for practical reasons, while 28 studies statedthat they had reached a point of saturation. Among those stating that they had reached a point of saturation,several appeared not to have followed principles from grounded theory where data collection and analysis is aniterative process until saturation is reached. Studies with high numbers of focus groups did not offer explanationsfor number of groups. Too much data as a study weakness was not an issue discussed in any of the reviewedpapers. Conclusions: Based on these findings we suggest that journals adopt more stringent requirements for focus groupmethod reporting. The often poor and inconsistent reporting seen in these studies may also reflect the lack ofclear, evidence-based guidance about deciding on sample size. More empirical research is needed to developfocus group methodology. 	0.16583342850208282	good
3 teachers in the third (one teacher from group three forgot about a previous obligation and asked to participate on a different day, which put her in the first group). While the third focus group did not represent the ideal range as defined by Carlsen & Glenton (2011),	Background: Focus group studies are increasingly published in health related journals, but we know little abouthow researchers use this method, particularly how they determine the number of focus groups to conduct. Themethodological literature commonly advises researchers to follow principles of data saturation, although practicaladvise on how to do this is lacking. Our objectives were firstly, to describe the current status of sample size infocus group studies reported in health journals. Secondly, to assess whether and how researchers explain thenumber of focus groups they carry out. Methods: We searched PubMed for studies that had used focus groups and that had been published in open access journals during 2008, and extracted data on the number of focus groups and on any explanation authorsgave for this number. We also did a qualitative assessment of the papers with regard to how number of groupswas explained and discussed. Results: We identified 220 papers published in 117 journals. In these papers insufficient reporting of sample sizes was common. The number of focus groups conducted varied greatly (mean 8.4, median 5, range 1 to 96). Thirtyseven (17%) studies attempted to explain the number of groups. Six studies referred to rules of thumb in theliterature, three stated that they were unable to organize more groups for practical reasons, while 28 studies statedthat they had reached a point of saturation. Among those stating that they had reached a point of saturation,several appeared not to have followed principles from grounded theory where data collection and analysis is aniterative process until saturation is reached. Studies with high numbers of focus groups did not offer explanationsfor number of groups. Too much data as a study weakness was not an issue discussed in any of the reviewedpapers. Conclusions: Based on these findings we suggest that journals adopt more stringent requirements for focus groupmethod reporting. The often poor and inconsistent reporting seen in these studies may also reflect the lack ofclear, evidence-based guidance about deciding on sample size. More empirical research is needed to developfocus group methodology. 	0.1621047556400299	error
The authors acknowledge the small sample size of participants. Ideally, focus groups should comprise between four and twelve participants (Kitzinger, 1995; Carlsen and Glenton, 2011).	Background: Focus group studies are increasingly published in health related journals, but we know little abouthow researchers use this method, particularly how they determine the number of focus groups to conduct. Themethodological literature commonly advises researchers to follow principles of data saturation, although practicaladvise on how to do this is lacking. Our objectives were firstly, to describe the current status of sample size infocus group studies reported in health journals. Secondly, to assess whether and how researchers explain thenumber of focus groups they carry out. Methods: We searched PubMed for studies that had used focus groups and that had been published in open access journals during 2008, and extracted data on the number of focus groups and on any explanation authorsgave for this number. We also did a qualitative assessment of the papers with regard to how number of groupswas explained and discussed. Results: We identified 220 papers published in 117 journals. In these papers insufficient reporting of sample sizes was common. The number of focus groups conducted varied greatly (mean 8.4, median 5, range 1 to 96). Thirtyseven (17%) studies attempted to explain the number of groups. Six studies referred to rules of thumb in theliterature, three stated that they were unable to organize more groups for practical reasons, while 28 studies statedthat they had reached a point of saturation. Among those stating that they had reached a point of saturation,several appeared not to have followed principles from grounded theory where data collection and analysis is aniterative process until saturation is reached. Studies with high numbers of focus groups did not offer explanationsfor number of groups. Too much data as a study weakness was not an issue discussed in any of the reviewedpapers. Conclusions: Based on these findings we suggest that journals adopt more stringent requirements for focus groupmethod reporting. The often poor and inconsistent reporting seen in these studies may also reflect the lack ofclear, evidence-based guidance about deciding on sample size. More empirical research is needed to developfocus group methodology. 	0.13729740679264069	error
The number of participants and of focus groups were determined (a) using the guideline of a “minimum of 4 and a maximum of 12” participants per group (Carlsen & Glenton, 2011) and (b) by considering project budget.	Background: Focus group studies are increasingly published in health related journals, but we know little abouthow researchers use this method, particularly how they determine the number of focus groups to conduct. Themethodological literature commonly advises researchers to follow principles of data saturation, although practicaladvise on how to do this is lacking. Our objectives were firstly, to describe the current status of sample size infocus group studies reported in health journals. Secondly, to assess whether and how researchers explain thenumber of focus groups they carry out. Methods: We searched PubMed for studies that had used focus groups and that had been published in open access journals during 2008, and extracted data on the number of focus groups and on any explanation authorsgave for this number. We also did a qualitative assessment of the papers with regard to how number of groupswas explained and discussed. Results: We identified 220 papers published in 117 journals. In these papers insufficient reporting of sample sizes was common. The number of focus groups conducted varied greatly (mean 8.4, median 5, range 1 to 96). Thirtyseven (17%) studies attempted to explain the number of groups. Six studies referred to rules of thumb in theliterature, three stated that they were unable to organize more groups for practical reasons, while 28 studies statedthat they had reached a point of saturation. Among those stating that they had reached a point of saturation,several appeared not to have followed principles from grounded theory where data collection and analysis is aniterative process until saturation is reached. Studies with high numbers of focus groups did not offer explanationsfor number of groups. Too much data as a study weakness was not an issue discussed in any of the reviewedpapers. Conclusions: Based on these findings we suggest that journals adopt more stringent requirements for focus groupmethod reporting. The often poor and inconsistent reporting seen in these studies may also reflect the lack ofclear, evidence-based guidance about deciding on sample size. More empirical research is needed to developfocus group methodology. 	0.1461251825094223	error
