citing_title	citing_context	citing_abs	citing_author	citing_doi	cited_title	cited_context	cited_abs	cited_author	cited_doi	category
Networking the Relationships of Microenterprise Development in Bulgaria	A researcher must balance quantity of focus groups with the quality of rich data; too few or too many groups and participants can impact the quality of the findings (Carlsen & Glenton, 2011).	The networking relationships provided by microenterprise development (MED) organizations foster sustainable and scalable Bulgarian small businesses. Some Bulgarian MED leaders lack the strategies to help sustain small businesses in Bulgaria. Guided by the actor network theory, the purpose of this case study was to explore the strategies MED leaders use to help sustain small businesses in Bulgaria. Data were collected through a semistructured focus group comprised of MED Bulgarian business leaders (n = 4) in Rhodope Mountain Region and company data consisting of financial reports, marketing presentations, and company business plan. The data analysis included using keyword frequency comparisons, coding techniques, and cluster analysis. Three themes emerged from the findings: access to financial and nonfinancial capital, networking and relationships, and sustainability and scalability. According to the study results, strategies and scalability impede the ability to expand and service more small business owners. The recommended change in business practices of MED leaders included the formalization of networks of other MED leaders and partner organizations to efficiently meet the demands of the Bulgarian small business market. The implications for social change include the need for networks to aid entrepreneurs in gaining market access, obtaining capital resources, and maintaining sustainability that contributes to the economic and social development of Bulgaria. 	Kristina Harris 	0	What about N? A methodological study of sample-size reporting in focus group studies 	the need to balance data quality and quantity (capacity to analyse data). Both too few and too many groups can lower the quality of focus group studies [20].	Background: Focus group studies are increasingly published in health related journals, but we know little abouthow researchers use this method, particularly how they determine the number of focus groups to conduct. Themethodological literature commonly advises researchers to follow principles of data saturation, although practicaladvise on how to do this is lacking. Our objectives were firstly, to describe the current status of sample size infocus group studies reported in health journals. Secondly, to assess whether and how researchers explain thenumber of focus groups they carry out. Methods: We searched PubMed for studies that had used focus groups and that had been published in open access journals during 2008, and extracted data on the number of focus groups and on any explanation authorsgave for this number. We also did a qualitative assessment of the papers with regard to how number of groupswas explained and discussed. Results: We identified 220 papers published in 117 journals. In these papers insufficient reporting of sample sizes was common. The number of focus groups conducted varied greatly (mean 8.4, median 5, range 1 to 96). Thirtyseven (17%) studies attempted to explain the number of groups. Six studies referred to rules of thumb in theliterature, three stated that they were unable to organize more groups for practical reasons, while 28 studies statedthat they had reached a point of saturation. Among those stating that they had reached a point of saturation,several appeared not to have followed principles from grounded theory where data collection and analysis is aniterative process until saturation is reached. Studies with high numbers of focus groups did not offer explanationsfor number of groups. Too much data as a study weakness was not an issue discussed in any of the reviewedpapers. Conclusions: Based on these findings we suggest that journals adopt more stringent requirements for focus groupmethod reporting. The often poor and inconsistent reporting seen in these studies may also reflect the lack ofclear, evidence-based guidance about deciding on sample size. More empirical research is needed to developfocus group methodology. 	Carlsen and Glenton 	10.1186/1471-2288-11-36	good
Networking the Relationships of Microenterprise Development in Bulgaria	Carlsen and Glenton (2011) recommended at least two focus group sessions but due to limited availability of researcher and participants; only one focus group session occurred with follow-up discussions as necessary to achieve data and theme saturation.	The networking relationships provided by microenterprise development (MED) organizations foster sustainable and scalable Bulgarian small businesses. Some Bulgarian MED leaders lack the strategies to help sustain small businesses in Bulgaria. Guided by the actor network theory, the purpose of this case study was to explore the strategies MED leaders use to help sustain small businesses in Bulgaria. Data were collected through a semistructured focus group comprised of MED Bulgarian business leaders (n = 4) in Rhodope Mountain Region and company data consisting of financial reports, marketing presentations, and company business plan. The data analysis included using keyword frequency comparisons, coding techniques, and cluster analysis. Three themes emerged from the findings: access to financial and nonfinancial capital, networking and relationships, and sustainability and scalability. According to the study results, strategies and scalability impede the ability to expand and service more small business owners. The recommended change in business practices of MED leaders included the formalization of networks of other MED leaders and partner organizations to efficiently meet the demands of the Bulgarian small business market. The implications for social change include the need for networks to aid entrepreneurs in gaining market access, obtaining capital resources, and maintaining sustainability that contributes to the economic and social development of Bulgaria. 	Kristina Harris 	0	What about N? A methodological study of sample-size reporting in focus group studies 	The number of focus groups conducted varied greatly (mean 8.4, median 5, range 1 to 96) 	Background: Focus group studies are increasingly published in health related journals, but we know little abouthow researchers use this method, particularly how they determine the number of focus groups to conduct. Themethodological literature commonly advises researchers to follow principles of data saturation, although practicaladvise on how to do this is lacking. Our objectives were firstly, to describe the current status of sample size infocus group studies reported in health journals. Secondly, to assess whether and how researchers explain thenumber of focus groups they carry out. Methods: We searched PubMed for studies that had used focus groups and that had been published in open access journals during 2008, and extracted data on the number of focus groups and on any explanation authorsgave for this number. We also did a qualitative assessment of the papers with regard to how number of groupswas explained and discussed. Results: We identified 220 papers published in 117 journals. In these papers insufficient reporting of sample sizes was common. The number of focus groups conducted varied greatly (mean 8.4, median 5, range 1 to 96). Thirtyseven (17%) studies attempted to explain the number of groups. Six studies referred to rules of thumb in theliterature, three stated that they were unable to organize more groups for practical reasons, while 28 studies statedthat they had reached a point of saturation. Among those stating that they had reached a point of saturation,several appeared not to have followed principles from grounded theory where data collection and analysis is aniterative process until saturation is reached. Studies with high numbers of focus groups did not offer explanationsfor number of groups. Too much data as a study weakness was not an issue discussed in any of the reviewedpapers. Conclusions: Based on these findings we suggest that journals adopt more stringent requirements for focus groupmethod reporting. The often poor and inconsistent reporting seen in these studies may also reflect the lack ofclear, evidence-based guidance about deciding on sample size. More empirical research is needed to developfocus group methodology. 	Carlsen and Glenton 	10.1186/1471-2288-11-37	error
Determinants of cross-shopping behaviour among modern and traditional food retail stores in Indonesia: An empirical analysis of Riau Province	Carlsen and Glenton (2011) suggested that the researcher undertake two to five group discussions for each group of participants, then observe the point of saturation as the discussions progress in order to make decisions about the final number of groups required.	This study was undertaken to understand consumers’ cross-shopping behaviour among modern and traditional food retailers. Mixed-method approach was applied to explore consumers’ purchasing behaviour for food, cooking oil, chicken meat and kangkong. Findings showed that consumers exhibit cross-shopping behaviour in terms of selective adoption. Moreover, the five determinants for cross-shopping were influenced by product characteristics. Finally, the study found that different formats exhibited different strengths and catered for different needs of more demanding consumers. 	Kusumawaty, Yeni 	0	What about N? A methodological study of sample-size reporting in focus group studies 	 The recommendations and references to what is common regarding number of groups vary within these text books. In general they recommend from two to five groups per category of participants. However, the authors usually underline that these are only rules of thumb and that the number of focus groups depends on the complexity of the research question and the composition of the groups. Often, the advice given is to follow the rules of thumb but to suggest a slightly higher number to be “on the safe side”. Some authors suggest that the researchers then use point of saturation as they go along to decide the final number of groups needed [2,4].	Background: Focus group studies are increasingly published in health related journals, but we know little abouthow researchers use this method, particularly how they determine the number of focus groups to conduct. Themethodological literature commonly advises researchers to follow principles of data saturation, although practicaladvise on how to do this is lacking. Our objectives were firstly, to describe the current status of sample size infocus group studies reported in health journals. Secondly, to assess whether and how researchers explain thenumber of focus groups they carry out. Methods: We searched PubMed for studies that had used focus groups and that had been published in open access journals during 2008, and extracted data on the number of focus groups and on any explanation authorsgave for this number. We also did a qualitative assessment of the papers with regard to how number of groupswas explained and discussed. Results: We identified 220 papers published in 117 journals. In these papers insufficient reporting of sample sizes was common. The number of focus groups conducted varied greatly (mean 8.4, median 5, range 1 to 96). Thirtyseven (17%) studies attempted to explain the number of groups. Six studies referred to rules of thumb in theliterature, three stated that they were unable to organize more groups for practical reasons, while 28 studies statedthat they had reached a point of saturation. Among those stating that they had reached a point of saturation,several appeared not to have followed principles from grounded theory where data collection and analysis is aniterative process until saturation is reached. Studies with high numbers of focus groups did not offer explanationsfor number of groups. Too much data as a study weakness was not an issue discussed in any of the reviewedpapers. Conclusions: Based on these findings we suggest that journals adopt more stringent requirements for focus groupmethod reporting. The often poor and inconsistent reporting seen in these studies may also reflect the lack ofclear, evidence-based guidance about deciding on sample size. More empirical research is needed to developfocus group methodology. 	Carlsen and Glenton 	10.1186/1471-2288-11-38	good
Determinants of cross-shopping behaviour among modern and traditional food retail stores in Indonesia: An empirical analysis of Riau Province	Carlsen and Glenton (2011) found that during the period between 1998 and 2008, the number of research papers using focus groups that were published in health journals had increased significantly.	This study was undertaken to understand consumers’ cross-shopping behaviour among modern and traditional food retailers. Mixed-method approach was applied to explore consumers’ purchasing behaviour for food, cooking oil, chicken meat and kangkong. Findings showed that consumers exhibit cross-shopping behaviour in terms of selective adoption. Moreover, the five determinants for cross-shopping were influenced by product characteristics. Finally, the study found that different formats exhibited different strengths and catered for different needs of more demanding consumers. 	Kusumawaty, Yeni 	0	What about N? A methodological study of sample-size reporting in focus group studies 	The results from our searches from 1998, 2003 and 2008 support the claims that there has been an increase in focus group studies over the last ten years. 	Background: Focus group studies are increasingly published in health related journals, but we know little abouthow researchers use this method, particularly how they determine the number of focus groups to conduct. Themethodological literature commonly advises researchers to follow principles of data saturation, although practicaladvise on how to do this is lacking. Our objectives were firstly, to describe the current status of sample size infocus group studies reported in health journals. Secondly, to assess whether and how researchers explain thenumber of focus groups they carry out. Methods: We searched PubMed for studies that had used focus groups and that had been published in open access journals during 2008, and extracted data on the number of focus groups and on any explanation authorsgave for this number. We also did a qualitative assessment of the papers with regard to how number of groupswas explained and discussed. Results: We identified 220 papers published in 117 journals. In these papers insufficient reporting of sample sizes was common. The number of focus groups conducted varied greatly (mean 8.4, median 5, range 1 to 96). Thirtyseven (17%) studies attempted to explain the number of groups. Six studies referred to rules of thumb in theliterature, three stated that they were unable to organize more groups for practical reasons, while 28 studies statedthat they had reached a point of saturation. Among those stating that they had reached a point of saturation,several appeared not to have followed principles from grounded theory where data collection and analysis is aniterative process until saturation is reached. Studies with high numbers of focus groups did not offer explanationsfor number of groups. Too much data as a study weakness was not an issue discussed in any of the reviewedpapers. Conclusions: Based on these findings we suggest that journals adopt more stringent requirements for focus groupmethod reporting. The often poor and inconsistent reporting seen in these studies may also reflect the lack ofclear, evidence-based guidance about deciding on sample size. More empirical research is needed to developfocus group methodology. 	Carlsen and Glenton 	10.1186/1471-2288-11-39	good
Determinants of cross-shopping behaviour among modern and traditional food retail stores in Indonesia: An empirical analysis of Riau Province	The quality of a qualitative study depends on the breadth of the data collected. This means that a limited sample size can be justified for focus group research because there is a tradeoff between the number of focus groups and the depth of the data collected (Carlsen and Glenton 2011). 	This study was undertaken to understand consumers’ cross-shopping behaviour among modern and traditional food retailers. Mixed-method approach was applied to explore consumers’ purchasing behaviour for food, cooking oil, chicken meat and kangkong. Findings showed that consumers exhibit cross-shopping behaviour in terms of selective adoption. Moreover, the five determinants for cross-shopping were influenced by product characteristics. Finally, the study found that different formats exhibited different strengths and catered for different needs of more demanding consumers. 	Kusumawaty, Yeni 	0	What about N? A methodological study of sample-size reporting in focus group studies 	Nevertheless, the quality of qualitative studies does depend on the depth and richness of the data and its analysis. Reference to the trade-off between number of focus groups and the thickness of our description should therefore be an acceptable explanation for (a limited) sample size 	Background: Focus group studies are increasingly published in health related journals, but we know little abouthow researchers use this method, particularly how they determine the number of focus groups to conduct. Themethodological literature commonly advises researchers to follow principles of data saturation, although practicaladvise on how to do this is lacking. Our objectives were firstly, to describe the current status of sample size infocus group studies reported in health journals. Secondly, to assess whether and how researchers explain thenumber of focus groups they carry out. Methods: We searched PubMed for studies that had used focus groups and that had been published in open access journals during 2008, and extracted data on the number of focus groups and on any explanation authorsgave for this number. We also did a qualitative assessment of the papers with regard to how number of groupswas explained and discussed. Results: We identified 220 papers published in 117 journals. In these papers insufficient reporting of sample sizes was common. The number of focus groups conducted varied greatly (mean 8.4, median 5, range 1 to 96). Thirtyseven (17%) studies attempted to explain the number of groups. Six studies referred to rules of thumb in theliterature, three stated that they were unable to organize more groups for practical reasons, while 28 studies statedthat they had reached a point of saturation. Among those stating that they had reached a point of saturation,several appeared not to have followed principles from grounded theory where data collection and analysis is aniterative process until saturation is reached. Studies with high numbers of focus groups did not offer explanationsfor number of groups. Too much data as a study weakness was not an issue discussed in any of the reviewedpapers. Conclusions: Based on these findings we suggest that journals adopt more stringent requirements for focus groupmethod reporting. The often poor and inconsistent reporting seen in these studies may also reflect the lack ofclear, evidence-based guidance about deciding on sample size. More empirical research is needed to developfocus group methodology. 	Carlsen and Glenton 	10.1186/1471-2288-11-40	good
Determinants of cross-shopping behaviour among modern and traditional food retail stores in Indonesia: An empirical analysis of Riau Province	Carlsen and Glenton (2011) reviewed more than 200 studies published in health-related journals and found that there was a great deal of variation in the number of focus groups used, ranging from 1 to 96. In these publications, all single-group researchers applied mixed methods, where focus groups were used as a pilot study to develop instruments for the quantitative stage of the research. At the other end of the scale, when the number of focus groups used was ten or more, researchers appeared to be attempting to quantify and thus to generalise their research findings.	This study was undertaken to understand consumers’ cross-shopping behaviour among modern and traditional food retailers. Mixed-method approach was applied to explore consumers’ purchasing behaviour for food, cooking oil, chicken meat and kangkong. Findings showed that consumers exhibit cross-shopping behaviour in terms of selective adoption. Moreover, the five determinants for cross-shopping were influenced by product characteristics. Finally, the study found that different formats exhibited different strengths and catered for different needs of more demanding consumers. 	Kusumawaty, Yeni 	0	What about N? A methodological study of sample-size reporting in focus group studies 	We identified 220 papers published in 117 journals. In these papers insufficient reporting of sample sizes was common. The number of focus groups conducted varied greatly (mean 8.4, median 5, range 1 to 96). Also, all the single group studies were mixed methods studies, where the focus group typically was used as a pilot to develop or test a questionnaire for the survey part of the study. At the other end of the scale, one could also speculate that when the sample size reaches two-digit numbers, a “quantitative study logic” kicks in where a big N is seen as a positive asset and therefore less important to justify.	Background: Focus group studies are increasingly published in health related journals, but we know little abouthow researchers use this method, particularly how they determine the number of focus groups to conduct. Themethodological literature commonly advises researchers to follow principles of data saturation, although practicaladvise on how to do this is lacking. Our objectives were firstly, to describe the current status of sample size infocus group studies reported in health journals. Secondly, to assess whether and how researchers explain thenumber of focus groups they carry out. Methods: We searched PubMed for studies that had used focus groups and that had been published in open access journals during 2008, and extracted data on the number of focus groups and on any explanation authorsgave for this number. We also did a qualitative assessment of the papers with regard to how number of groupswas explained and discussed. Results: We identified 220 papers published in 117 journals. In these papers insufficient reporting of sample sizes was common. The number of focus groups conducted varied greatly (mean 8.4, median 5, range 1 to 96). Thirtyseven (17%) studies attempted to explain the number of groups. Six studies referred to rules of thumb in theliterature, three stated that they were unable to organize more groups for practical reasons, while 28 studies statedthat they had reached a point of saturation. Among those stating that they had reached a point of saturation,several appeared not to have followed principles from grounded theory where data collection and analysis is aniterative process until saturation is reached. Studies with high numbers of focus groups did not offer explanationsfor number of groups. Too much data as a study weakness was not an issue discussed in any of the reviewedpapers. Conclusions: Based on these findings we suggest that journals adopt more stringent requirements for focus groupmethod reporting. The often poor and inconsistent reporting seen in these studies may also reflect the lack ofclear, evidence-based guidance about deciding on sample size. More empirical research is needed to developfocus group methodology. 	Carlsen and Glenton 	10.1186/1471-2288-11-41	good
Determinants of cross-shopping behaviour among modern and traditional food retail stores in Indonesia: An empirical analysis of Riau Province	Most of the publications in health-related topics reviewed by Carlsen and Glenton (2011) provided no justification regarding the number of focus groups used in their studies. For the 37 studies which justified their reason for the total number of focus groups conducted, the main reason was saturation (28), while other reasons were recommendation by the literature (6) or practical reasons (3).	This study was undertaken to understand consumers’ cross-shopping behaviour among modern and traditional food retailers. Mixed-method approach was applied to explore consumers’ purchasing behaviour for food, cooking oil, chicken meat and kangkong. Findings showed that consumers exhibit cross-shopping behaviour in terms of selective adoption. Moreover, the five determinants for cross-shopping were influenced by product characteristics. Finally, the study found that different formats exhibited different strengths and catered for different needs of more demanding consumers. 	Kusumawaty, Yeni 	0	What about N? A methodological study of sample-size reporting in focus group studies 	In these papers insufficient reporting of sample sizes was common. Thirty seven (17%) studies attempted to explain the number of groups. Six studies referred to rules of thumb in the literature, three stated that they were unable to organize more groups for practical reasons, while 28 studies stated that they had reached a point of saturation.	Background: Focus group studies are increasingly published in health related journals, but we know little abouthow researchers use this method, particularly how they determine the number of focus groups to conduct. Themethodological literature commonly advises researchers to follow principles of data saturation, although practicaladvise on how to do this is lacking. Our objectives were firstly, to describe the current status of sample size infocus group studies reported in health journals. Secondly, to assess whether and how researchers explain thenumber of focus groups they carry out. Methods: We searched PubMed for studies that had used focus groups and that had been published in open access journals during 2008, and extracted data on the number of focus groups and on any explanation authorsgave for this number. We also did a qualitative assessment of the papers with regard to how number of groupswas explained and discussed. Results: We identified 220 papers published in 117 journals. In these papers insufficient reporting of sample sizes was common. The number of focus groups conducted varied greatly (mean 8.4, median 5, range 1 to 96). Thirtyseven (17%) studies attempted to explain the number of groups. Six studies referred to rules of thumb in theliterature, three stated that they were unable to organize more groups for practical reasons, while 28 studies statedthat they had reached a point of saturation. Among those stating that they had reached a point of saturation,several appeared not to have followed principles from grounded theory where data collection and analysis is aniterative process until saturation is reached. Studies with high numbers of focus groups did not offer explanationsfor number of groups. Too much data as a study weakness was not an issue discussed in any of the reviewedpapers. Conclusions: Based on these findings we suggest that journals adopt more stringent requirements for focus groupmethod reporting. The often poor and inconsistent reporting seen in these studies may also reflect the lack ofclear, evidence-based guidance about deciding on sample size. More empirical research is needed to developfocus group methodology. 	Carlsen and Glenton 	10.1186/1471-2288-11-42	good
Determinants of cross-shopping behaviour among modern and traditional food retail stores in Indonesia: An empirical analysis of Riau Province	Many researchers, however, work on projects that require the total number of focus groups planned to be stated in the proposal before the project starts (Carlsen and Glenton 2011).	This study was undertaken to understand consumers’ cross-shopping behaviour among modern and traditional food retailers. Mixed-method approach was applied to explore consumers’ purchasing behaviour for food, cooking oil, chicken meat and kangkong. Findings showed that consumers exhibit cross-shopping behaviour in terms of selective adoption. Moreover, the five determinants for cross-shopping were influenced by product characteristics. Finally, the study found that different formats exhibited different strengths and catered for different needs of more demanding consumers. 	Kusumawaty, Yeni 	0	What about N? A methodological study of sample-size reporting in focus group studies 	many researchers work on assignment and their funders may require that the number of groups are decided pre-study [2,4,12]. 	Background: Focus group studies are increasingly published in health related journals, but we know little abouthow researchers use this method, particularly how they determine the number of focus groups to conduct. Themethodological literature commonly advises researchers to follow principles of data saturation, although practicaladvise on how to do this is lacking. Our objectives were firstly, to describe the current status of sample size infocus group studies reported in health journals. Secondly, to assess whether and how researchers explain thenumber of focus groups they carry out. Methods: We searched PubMed for studies that had used focus groups and that had been published in open access journals during 2008, and extracted data on the number of focus groups and on any explanation authorsgave for this number. We also did a qualitative assessment of the papers with regard to how number of groupswas explained and discussed. Results: We identified 220 papers published in 117 journals. In these papers insufficient reporting of sample sizes was common. The number of focus groups conducted varied greatly (mean 8.4, median 5, range 1 to 96). Thirtyseven (17%) studies attempted to explain the number of groups. Six studies referred to rules of thumb in theliterature, three stated that they were unable to organize more groups for practical reasons, while 28 studies statedthat they had reached a point of saturation. Among those stating that they had reached a point of saturation,several appeared not to have followed principles from grounded theory where data collection and analysis is aniterative process until saturation is reached. Studies with high numbers of focus groups did not offer explanationsfor number of groups. Too much data as a study weakness was not an issue discussed in any of the reviewedpapers. Conclusions: Based on these findings we suggest that journals adopt more stringent requirements for focus groupmethod reporting. The often poor and inconsistent reporting seen in these studies may also reflect the lack ofclear, evidence-based guidance about deciding on sample size. More empirical research is needed to developfocus group methodology. 	Carlsen and Glenton 	10.1186/1471-2288-11-43	good
Perceptions of Fidelity and Adaptation in Evidence-Informed Interventions by Women of Color Sexuality Health Educators	This study reached saturation when the data was deemed both thick and rich, no new themes emerged from focus group discussions, and five focus groups had been completed (136,139).	Sexuality health educators (SHEs) adapt interventions to the participants’ needs in the dissemination and implementation of comprehensive sexuality education (CSE) programming. However, there is a lack of understanding of how, why and when SHEs make such adaptations. Success or failure of the transfer of prevention technology to practitioners occurs by determining community capacities and preparedness to adopt/adapt high-impact interventions to effectively manage implementation. Experts argue for evidence-informed interventions (EII), as opposed to evidence-based interventions (EBI), as the best way to incorporate research in applied settings. EBIs are solely guided by recommendations from current evidence, whereas EIIs recognize and incorporate the practitioner’s judgment and professional expertise in the context of program implementation. This exploratory study used qualitative methods, purposive sampling and an inductive approach. Semi-structured focus groups explored perceptions of adaptation and fidelity with women of color (WOC) SHEs currently implementing CSE behavioral interventions with young women of color (YWOC). Five focus groups were facilitated in total (one face-to-face, four virtually, via Google Hangouts); n=24, with an average of five participants per focus group. Focus groups were audio and video (online only) recorded, transcribed, and analyzed. The research team coded transcripts using Dedoose Qualitative Research Software, and conducted analysis using Grounded Theory methodology. Three dominant themes and sixteen related sub-themes were identified using a number of analytic approaches, including: simultaneous coding, values coding, calculating frequency, comparing and contrasting emerging themes, language comparison and language analysis (i.e. metaphors, analogies, similes), research team memos, and noting participants’ non-verbal cues.	Sara C. Flowers 	0	What about N? A methodological study of sample-size reporting in focus group studies 	We identified 220 papers published in 117 journals. In these papers insufficient reporting of sample sizes was common. The number of focus groups conducted varied greatly (mean 8.4, median 5, range 1 to 96). 	Background: Focus group studies are increasingly published in health related journals, but we know little abouthow researchers use this method, particularly how they determine the number of focus groups to conduct. Themethodological literature commonly advises researchers to follow principles of data saturation, although practicaladvise on how to do this is lacking. Our objectives were firstly, to describe the current status of sample size infocus group studies reported in health journals. Secondly, to assess whether and how researchers explain thenumber of focus groups they carry out. Methods: We searched PubMed for studies that had used focus groups and that had been published in open access journals during 2008, and extracted data on the number of focus groups and on any explanation authorsgave for this number. We also did a qualitative assessment of the papers with regard to how number of groupswas explained and discussed. Results: We identified 220 papers published in 117 journals. In these papers insufficient reporting of sample sizes was common. The number of focus groups conducted varied greatly (mean 8.4, median 5, range 1 to 96). Thirtyseven (17%) studies attempted to explain the number of groups. Six studies referred to rules of thumb in theliterature, three stated that they were unable to organize more groups for practical reasons, while 28 studies statedthat they had reached a point of saturation. Among those stating that they had reached a point of saturation,several appeared not to have followed principles from grounded theory where data collection and analysis is aniterative process until saturation is reached. Studies with high numbers of focus groups did not offer explanationsfor number of groups. Too much data as a study weakness was not an issue discussed in any of the reviewedpapers. Conclusions: Based on these findings we suggest that journals adopt more stringent requirements for focus groupmethod reporting. The often poor and inconsistent reporting seen in these studies may also reflect the lack ofclear, evidence-based guidance about deciding on sample size. More empirical research is needed to developfocus group methodology. 	Carlsen and Glenton 	10.1186/1471-2288-11-44	error
An exploration of evidence of deficits and theories of therapy for specific-receptive language impairment in children	Although saturation was reached after only a relatively small number of focus groups, this was thought to be beneficial in allowing more in-depth analysis (Carlsen and Glenton 2011).	Children with specific receptive language impairments (SRLI) have been found to be vulnerable to negative outcomes later in life, in terms of mental health, behaviour and literacy. Currently there is little evidence of the efficacy of speech and language therapy in this area, and a dearth of studies that have investigated interventions for receptive language. Following recommended steps from the Medical Research Council’s guidance for the development of complex interventions, this research focuses on identifying and developing evidence and theory for interventions for SRLI. Evidence of deficit was first explored in a systematic literature review (SLR), examining the nature of the cognitive and linguistic deficits in children with SRLI. Grammar and word learning were identified as areas of particular difficulty for this population. Deficits in information processing, in particular short term and working memory, were also identified as playing a role in these children’s impairments. However, a number of issues were identified with the validity of studies Theories of therapy were examined in relation to the areas of deficit identified in the SLR through examination of existing intervention studies for children with SRLI, and exploring expert speech and language therapists (SLTs) views in focus groups. Three focus groups with 16 expert SLTs were conducted, followed by a larger group with 23 SLTs who had a range of experience. The groups explored intervention approaches for SRLI, in relation to the deficits identified in the SLR, as well as their rationales for these interventions. It was found that SLTs did not often refer to explicit theories underpinning their intervention for SRLI and had difficulty describing processes of change. However, thematic analysis revealed core therapy components, as well as common approaches for selecting targets across groups. Responses also indicated that the interventions SLTs describe often focus on children’s participation and functioning rather than impairment. The findings of the research are used to present a model of interventions for SRLI. The findings are also drawn upon to examine possible mechanisms of change in interventions for children with SRLI.  In the area.	Morgan, L. 	0	What about N? A methodological study of sample-size reporting in focus group studies 	when authors had included only a small number of focus groups, they frequently described this as a limitation. However, in several of these studies, authors also claimed the number of focus groups had been determined by data saturation. This should, in theory, imply that the number of focus groups was, in fact, appropriate. (See for example [38-43]). But while authors often described a small number of focus groups as a weakness, several studies justified their choice of method with reference to the possibilities that focus groups gave to go in depth and provide a thick description of the issue. 	Background: Focus group studies are increasingly published in health related journals, but we know little abouthow researchers use this method, particularly how they determine the number of focus groups to conduct. Themethodological literature commonly advises researchers to follow principles of data saturation, although practicaladvise on how to do this is lacking. Our objectives were firstly, to describe the current status of sample size infocus group studies reported in health journals. Secondly, to assess whether and how researchers explain thenumber of focus groups they carry out. Methods: We searched PubMed for studies that had used focus groups and that had been published in open access journals during 2008, and extracted data on the number of focus groups and on any explanation authorsgave for this number. We also did a qualitative assessment of the papers with regard to how number of groupswas explained and discussed. Results: We identified 220 papers published in 117 journals. In these papers insufficient reporting of sample sizes was common. The number of focus groups conducted varied greatly (mean 8.4, median 5, range 1 to 96). Thirtyseven (17%) studies attempted to explain the number of groups. Six studies referred to rules of thumb in theliterature, three stated that they were unable to organize more groups for practical reasons, while 28 studies statedthat they had reached a point of saturation. Among those stating that they had reached a point of saturation,several appeared not to have followed principles from grounded theory where data collection and analysis is aniterative process until saturation is reached. Studies with high numbers of focus groups did not offer explanationsfor number of groups. Too much data as a study weakness was not an issue discussed in any of the reviewedpapers. Conclusions: Based on these findings we suggest that journals adopt more stringent requirements for focus groupmethod reporting. The often poor and inconsistent reporting seen in these studies may also reflect the lack ofclear, evidence-based guidance about deciding on sample size. More empirical research is needed to developfocus group methodology. 	Carlsen and Glenton 	10.1186/1471-2288-11-45	error
Performance Factors that Influence Marketing Measurement in Successful Small Businesses	When a researcher derives no new data from interviewing, reviewing documents, or observing behaviors of additional cases, data saturation occurs (Carlsen & Glenton, 2011).	During the 2009 economic recession, United States business leaders cut marketing expenditures between 33% and 50% more than they did for any other business expenditure to mitigate financial loss because business leaders often regard marketing as an expense and not an investment. Since there is not a widely applied marketing measurement standard, this multiple-case study focused on finding key performance indicators that healthcare and sales small business leaders in eastern United States with less than 500 employees, and marketing evaluation practices in place, used to evaluate the effectiveness of their marketing. Institutional theory was used as the conceptual framework to explore the key drivers behind marketing measurement practices. The focus of this study was on the experiences of 4 small business leaders in Atlanta, Georgia, and Baltimore, Maryland, who have developed financial and nonfinancial strategies to measure their marketing performance. Data collected for this study included 20-minute interviews with each participant, strategic plans, and field notes. A modified van Kaam and triangulation approach was used for data analysis to identify themes, which included the need to tie marketing measurement to the product or service offering and drive revenue or traffic to their business. The results of the study may benefit practitioners who work on social change strategies because the conclusions clarify effective marketing practices and increase well-being of customers. Further, this study provides recommendations for successful marketing measurement strategies that may help businesses meet the needs of community members.	Tareion Fluker 	0	What about N? A methodological study of sample-size reporting in focus group studies 	Strauss and Corbin state that researchers should collect data until “no new or relevant data seem to emerge regarding a category.” [15] (1990:188). However, the authors present no definition of “new or relevant data”, and give no advice regarding the number of interviews with no new information that is required before the researcher can be reasonably certain that saturation has been reached. 	Background: Focus group studies are increasingly published in health related journals, but we know little abouthow researchers use this method, particularly how they determine the number of focus groups to conduct. Themethodological literature commonly advises researchers to follow principles of data saturation, although practicaladvise on how to do this is lacking. Our objectives were firstly, to describe the current status of sample size infocus group studies reported in health journals. Secondly, to assess whether and how researchers explain thenumber of focus groups they carry out. Methods: We searched PubMed for studies that had used focus groups and that had been published in open access journals during 2008, and extracted data on the number of focus groups and on any explanation authorsgave for this number. We also did a qualitative assessment of the papers with regard to how number of groupswas explained and discussed. Results: We identified 220 papers published in 117 journals. In these papers insufficient reporting of sample sizes was common. The number of focus groups conducted varied greatly (mean 8.4, median 5, range 1 to 96). Thirtyseven (17%) studies attempted to explain the number of groups. Six studies referred to rules of thumb in theliterature, three stated that they were unable to organize more groups for practical reasons, while 28 studies statedthat they had reached a point of saturation. Among those stating that they had reached a point of saturation,several appeared not to have followed principles from grounded theory where data collection and analysis is aniterative process until saturation is reached. Studies with high numbers of focus groups did not offer explanationsfor number of groups. Too much data as a study weakness was not an issue discussed in any of the reviewedpapers. Conclusions: Based on these findings we suggest that journals adopt more stringent requirements for focus groupmethod reporting. The often poor and inconsistent reporting seen in these studies may also reflect the lack ofclear, evidence-based guidance about deciding on sample size. More empirical research is needed to developfocus group methodology. 	Carlsen and Glenton 	10.1186/1471-2288-11-46	error
